thr,n_gt,n_hit,n_hit_family,n_fp,n_scans,sensitivity,sensitivity_family,fp_per_scan
0.49,3401,0,0,0,1172,0.0,0.0,0.0
0.5,3401,0,0,0,1172,0.0,0.0,0.0
0.51,3401,0,0,0,1172,0.0,0.0,0.0
0.52,3401,0,0,0,1172,0.0,0.0,0.0
0.53,3401,0,0,0,1172,0.0,0.0,0.0
0.54,3401,0,0,0,1172,0.0,0.0,0.0
0.55,3401,0,0,0,1172,0.0,0.0,0.0
0.56,3401,0,0,0,1172,0.0,0.0,0.0
0.57,3401,0,0,0,1172,0.0,0.0,0.0
0.58,3401,0,0,0,1172,0.0,0.0,0.0
0.59,3401,0,0,0,1172,0.0,0.0,0.0
0.6,3401,0,0,0,1172,0.0,0.0,0.0
0.61,3401,0,0,0,1172,0.0,0.0,0.0
0.62,3401,0,0,0,1172,0.0,0.0,0.0
0.63,3401,0,0,0,1172,0.0,0.0,0.0
0.64,3401,0,0,0,1172,0.0,0.0,0.0
0.65,3401,0,0,0,1172,0.0,0.0,0.0
0.66,3401,0,0,0,1172,0.0,0.0,0.0
0.67,3401,0,0,0,1172,0.0,0.0,0.0
0.68,3401,0,0,0,1172,0.0,0.0,0.0
0.69,3401,0,0,0,1172,0.0,0.0,0.0
0.7,3401,0,0,0,1172,0.0,0.0,0.0
0.71,3401,0,0,0,1172,0.0,0.0,0.0
0.72,3401,0,0,0,1172,0.0,0.0,0.0
0.73,3401,0,0,0,1172,0.0,0.0,0.0
0.74,3401,0,0,0,1172,0.0,0.0,0.0
0.75,3401,0,0,0,1172,0.0,0.0,0.0
0.76,3401,0,0,0,1172,0.0,0.0,0.0
0.77,3401,0,0,0,1172,0.0,0.0,0.0
0.78,3401,0,0,0,1172,0.0,0.0,0.0
0.79,3401,0,0,0,1172,0.0,0.0,0.0
0.8,3401,0,0,0,1172,0.0,0.0,0.0
0.81,3401,0,0,0,1172,0.0,0.0,0.0
0.82,3401,0,0,0,1172,0.0,0.0,0.0
0.83,3401,0,0,0,1172,0.0,0.0,0.0
0.84,3401,0,0,0,1172,0.0,0.0,0.0
0.85,3401,0,0,0,1172,0.0,0.0,0.0
0.86,3401,0,0,0,1172,0.0,0.0,0.0
0.87,3401,0,0,0,1172,0.0,0.0,0.0
0.88,3401,0,0,0,1172,0.0,0.0,0.0
0.89,3401,0,0,0,1172,0.0,0.0,0.0
0.9,3401,0,0,0,1172,0.0,0.0,0.0
0.91,3401,0,0,0,1172,0.0,0.0,0.0
0.92,3401,0,0,0,1172,0.0,0.0,0.0
0.93,3401,0,0,0,1172,0.0,0.0,0.0
0.94,3401,0,0,0,1172,0.0,0.0,0.0
0.95,3401,0,0,0,1172,0.0,0.0,0.0
0.96,3401,0,0,0,1172,0.0,0.0,0.0
0.97,3401,0,0,0,1172,0.0,0.0,0.0
0.98,3401,0,0,0,1172,0.0,0.0,0.0
0.99,3401,0,0,0,1172,0.0,0.0,0.0
